ID,Rep,Landmark,X,Y
Leaf_24a,1,8,1050.5,1999.833
Leaf_24a,1,9,1290.25,2062.0
Leaf_24a,1,10,1063.25,2169.0
Leaf_24a,1,11,1241.167,2182.5
Leaf_24a,1,12,1102.5,2143.0
Leaf_24a,1,13,1220.167,2114.5
Leaf_24a,1,14,1090.375,2103.25
Leaf_24a,1,15,1225.5,2105.5
Leaf_24b,1,1,1189.167,1856.833
Leaf_24b,1,2,1197.167,2360.167
Leaf_24b,1,3,1161.0,2308.5
Leaf_24b,1,4,1244.0,2306.25
Leaf_24b,1,5,1196.25,2240.0
Leaf_24b,1,6,1012.25,2261.5
Leaf_24b,1,7,1391.625,2220.375
Leaf_24b,1,8,1029.75,2190.5
Leaf_24b,1,9,1359.167,2142.833
Leaf_24b,1,10,1102.0,2317.75
Leaf_24b,1,11,1327.833,2299.5
Leaf_24b,1,12,1133.5,2266.0
Leaf_24b,1,13,1269.167,2262.5
Leaf_24b,1,14,1101.0,2183.5
Leaf_24b,1,15,1288.5,2205.5
Leaf_24c,1,1,1266.5,1844.833
Leaf_24c,1,2,1235.833,2337.5
Leaf_24c,1,3,1221.5,2302.167
Leaf_24c,1,4,1262.167,2293.5
Leaf_24c,1,5,1244.5,2187.0
Leaf_24c,1,6,1071.75,2172.625
Leaf_24c,1,7,1408.875,2198.875
Leaf_24c,1,8,1114.5,2067.375
Leaf_24c,1,9,1381.167,2104.833
Leaf_24c,1,10,1150.5,2260.0
Leaf_24c,1,11,1327.5,2265.0
Leaf_24c,1,12,1206.833,2261.167
Leaf_24c,1,13,1286.5,2241.0
Leaf_24c,1,14,1189.0,2201.5
Leaf_24c,1,15,1317.75,2170.5
